,Company Name,Job Title,Job Description,Salary Estimate,Location,Revenue,min_salary,max_salary,python,sql,Machine Learning,TensorFlow
67,Harmony Data Integration Technologies,Jr. Data Science Professional,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),India,,500,1000,1,0,1,1
68,Wolters Kluwer,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),India,,500,1000,1,0,1,1
69,Philips,Research Engineer I -Data Science,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
70,e-Innosec Consulting,Python Machine Learning,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Pune,,500,1000,1,0,1,1
71,DarioHealth,Jr. AI/ML Engineer,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),New Delhi,,500,1000,1,0,1,1
72,Siemens Technology and Services Private Limited,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
73,Cumulations Technologies,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
74,DeliverHealth,Data Scientist-India,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Karnataka,,500,1000,1,0,1,1
75,Flipkart,Applied Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
76,Great Learning,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
77,GD Research Center,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Hyderābād,,500,1000,1,0,1,1
78,Datanow solutions,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
79,TransUnion,Analyst Data Science and Analytics,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Pune,,500,1000,1,0,1,1
80,Philips,Specialist II - Data Science,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
81,Ganit,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
82,TCG Digital,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),India,,500,1000,1,0,1,1
83,EagleView,Sr. Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
84,Quantiphi,Machine Learning Engineer,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
85,Verisk Financial,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
86,Winuall,Data Analytics Internship,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
87,Xeeva,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bhopal,,500,1000,1,0,1,1
88,Niramai,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
89,Intuit,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
90,Ladderlogiq,Machine Learning Engineer,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Mumbai,,500,1000,1,0,1,1
91,OXO Solutions,Deep Learning Intern,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),India,,500,1000,1,0,1,1
92,IceCream Labs,Machine Learning Engineer - Interns,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
93,Technology Next,Python & Machine Learning,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
94,GITTY Apps Pvt. Ltd,"Cybersecurity, AI and Machine Learning Engineers","Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),,,500,1000,1,0,1,1
95,ThoughtFocus,Engineer - AI,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
96,Harmony Data Integration Technologies,Jr. Data Science Professional,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),India,,500,1000,1,0,1,1
97,Philips,Research Engineer I -Data Science,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
98,e-Innosec Consulting,Python Machine Learning,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Pune,,500,1000,1,0,1,1
99,DarioHealth,Jr. AI/ML Engineer,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),New Delhi,,500,1000,1,0,1,1
100,Cumulations Technologies,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
101,DeliverHealth,Data Scientist-India,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Karnataka,,500,1000,1,0,1,1
102,Flipkart,Applied Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
103,TransUnion,Analyst Data Science and Analytics,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Pune,,500,1000,1,0,1,1
104,Philips,Specialist II - Data Science,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
105,Ganit,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
106,EagleView,Sr. Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
107,Quantiphi,Machine Learning Engineer,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
108,Verisk Financial,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
109,Winuall,Data Analytics Internship,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
110,Xeeva,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bhopal,,500,1000,1,0,1,1
111,Niramai,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
112,GSK,Senior Programmer - Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
113,GO-JEK,Data Scientist 2,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
114,Vyom Labs,Openings for Machine Learning Candidates with Vyomlabs and Partner companies,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Pune,,500,1000,1,0,1,1
115,Google,"Data Scientist, Engineering","Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
116,Metyis,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
117,Jendamark,Data Scientist Jendamark,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),India,,500,1000,1,0,1,1
118,HP,EBP AI/ML Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
119,Retranz Infolabs,Data Science Internship,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
120,Ladderlogiq,Machine Learning Engineer,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Mumbai,,500,1000,1,0,1,1
121,GITTY Apps Pvt. Ltd,"Cybersecurity, AI and Machine Learning Engineers","Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Hyderābād,,500,1000,1,0,1,1
122,ThoughtFocus,Engineer - AI,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
123,Harmony Data Integration Technologies,Jr. Data Science Professional,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),India,,500,1000,1,0,1,1
124,Philips,Research Engineer I -Data Science,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
125,e-Innosec Consulting,Python Machine Learning,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Pune,,500,1000,1,0,1,1
126,DarioHealth,Jr. AI/ML Engineer,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),New Delhi,,500,1000,1,0,1,1
127,Cumulations Technologies,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
128,DeliverHealth,Data Scientist-India,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Karnataka,,500,1000,1,0,1,1
129,Flipkart,Applied Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1
